entity_id,name,type,area,trust_score,verdict,claim_count,source_status,web_result,hallucination_flags,factual_errors,missing_source
mot-ngay-lam-nong-dan,Một ngày làm nông dân miền Tây,experience,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
mut-dua-non,Mứt Dừa Non,product,ben-tre,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
nam-moi-xao,Nấm mối xào,dish,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
ngam-binh-minh-co-chien,Ngắm bình minh trên sông Cổ Chiên,experience,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
ngay-hoi-banh-dan-gian-nam-bo-ket-hop-hoi-cho-ocop-vinh-long-vinh-long,Ngày hội Bánh dân gian Nam Bộ kết hợp Hội chợ OCOP – Vĩnh Long,event,vinh-long,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
ngay-hoi-van-hoa-the-thao-va-du-lich-huyen-cho-lach-ben-tre,Ngày hội Văn hóa - Thể thao và Du lịch huyện Chợ Lách,event,ben-tre,50,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
nha-hang-hai-san-song-tien-vinh-long,Nhà hàng Hải Sản Sông Tiền,restaurant,vinh-long,50,SUSPECT,8,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_8;web_match,0,Y
nha-hang-nam-son-ben-tre,Nhà hàng Nam Sơn,restaurant,ben-tre,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
nha-hang-noi-ttc-ben-tre-ben-tre,Nhà hàng nổi TTC Bến Tre,restaurant,ben-tre,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
nha-nghi-thanh-thao,Nhà nghỉ Thanh Thảo,accommodation,vinh-long,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
nha-tho-chanh-toa-tra-vinh-tra-vinh,Nhà thờ Chánh tòa Trà Vinh (Nhà thờ Mẹ Vô Nhiễm),attraction,tra-vinh,50,SUSPECT,8,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_8;web_match,0,Y
nha-tho-chanh-toa-vinh-long-vinh-long,Nhà thờ Chánh tòa Vĩnh Long (Nhà thờ Thánh Giuse),attraction,vinh-long,50,SUSPECT,8,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_8;web_match,0,Y
oc-lac-hap-la-gung,Ốc lác hấp lá gừng,dish,vinh-long,50,SUSPECT,7,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_7;web_match,0,Y
oc-len-xao-nuoc-cot-dua,Ốc Len Xào Nước Cốt Dừa,dish,ben-tre,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
quan-an-song-hau-ben-do-tra-on-vinh-long,Quán Ăn Sông Hậu (bến đò Trà Ôn),restaurant,vinh-long,50,SUSPECT,6,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_6;web_match,0,Y
quan-chao-luon-ba-nam-cho-vinh-long,Quán Cháo Lươn Bà Năm (chợ Vĩnh Long),restaurant,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
quan-chay-an-lac-vinh-long,Quán Chay An Lạc,restaurant,vinh-long,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
quan-che-ba-hai-cho-tra-vinh,Quán chè bà Hai - chợ Trà Vinh,cafe,tra-vinh,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
quan-che-ba-tu-cho-vinh-long-vinh-long,Quán Chè Bà Tư – chợ Vĩnh Long,cafe,vinh-long,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
quan-co-tu-lau-mam-xa-hoa-ninh-vinh-long,Quán Cô Tư Lẩu Mắm (xã Hòa Ninh),restaurant,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
quan-com-binh-dan-cho-tra-vinh-tra-vinh,Quán cơm bình dân chợ Trà Vinh,restaurant,tra-vinh,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
quan-com-tam-sau-tinh-tra-vinh,Quán cơm tấm Sáu Tịnh,restaurant,tra-vinh,50,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
quan-hai-san-sau-hung-6-hung-ben-tre,Quán hải sản Sáu Hùng (6 Hùng),restaurant,ben-tre,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
quan-hu-tieu-go-khu-vuc-cau-ham-luong-ben-tre,Quán hủ tiếu gõ khu vực cầu Hàm Luông,restaurant,ben-tre,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
quan-hu-tieu-nam-vang-chu-teo-tra-vinh,Quán hủ tiếu Nam Vang Chú Tèo,restaurant,tra-vinh,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
quan-hu-tieu-nguoi-hoa-khu-phuong-1-tra-vinh,Quán hủ tiếu người Hoa khu Phường 1 Trà Vinh,restaurant,tra-vinh,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
quan-nhau-ben-ca-tra-vinh-tra-vinh,Quán nhậu Bến Cá Trà Vinh,restaurant,tra-vinh,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
quan-pho-sang-duong-tran-quoc-tuan-ben-tre,Quán phở Sáng đường Trần Quốc Tuấn,restaurant,ben-tre,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
quan-tom-cang-xanh-hai-lua-cu-lao-an-binh-vinh-long,Quán Tôm Càng Xanh Hai Lúa (cù lao An Bình),restaurant,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
rach-cau-lau-vinh-long,Rạch Cầu Lầu,nature,vinh-long,50,SUSPECT,7,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_7;web_match,0,Y
rach-chua-kenh-chua-ben-tre,Rạch Chùa (kênh Chùa),nature,ben-tre,50,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
rach-tra-ngoa-vinh-long,Rạch Trà Ngoa,nature,vinh-long,50,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
re-tranhcom---2-thang-9,Rễ Tranh.Com - 2 Tháng 9,restaurant,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
robusta-koi-garden,Robusta Koi Garden,restaurant,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
son-hao---hai-san,Sơn Hào - Hải sản,restaurant,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
song-co-chien-vinh-long,Sông Cổ Chiên,nature,vinh-long,50,SUSPECT,6,NO_URL,MATCH,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_6;web_match,0,Y
song-thom-rach-thom-ben-tre,Sông Thom (rạch Thom),nature,ben-tre,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
tau-hu-ky-my-hoa-chien-gion,Tàu hủ ky Mỹ Hòa chiên giòn,dish,vinh-long,50,SUSPECT,6,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_6;web_match,0,Y
tau-hu-ky-my-hoa-dong-goi,Tàu hủ ky Mỹ Hòa - sản phẩm đóng gói,product,vinh-long,50,SUSPECT,7,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_7;web_match,0,Y
tet-doan-ngo,Tết Đoan Ngọ,event,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
tham-chua-khmer,Tham quan chùa Khmer,experience,tra-vinh,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_53;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
tham-quan-vuon-cam-tra-on,Tham quan & hái cam vườn Trà Ôn,experience,vinh-long,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
tham-quan-vuon-trai-cay,Tham quan vườn trái cây,experience,vinh-long,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
thanh-that-cao-dai-ben-tre-ben-tre,Thánh Thất Cao Đài Bến Tre,attraction,ben-tre,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
thanh-tra-binh-minh,Thanh trà Bình Minh,product,vinh-long,50,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
tinh-binh-chay-vinh-long,Tịnh Bình Chay,dish,vinh-long,50,SUSPECT,7,NO_URL,MATCH,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_7;web_match,0,Y
tom-cang-xanh-nuong,Tôm càng xanh nướng,dish,vinh-long,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
tom-hap-nuoc-dua,Tôm Hấp Nước Dừa,dish,ben-tre,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
tra-sua-baam-cha,Trà Sữa Baam Cha,cafe,tra-vinh,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
tra-sua-huy,Trà Sữa Huy,cafe,tra-vinh,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
tra-vinh-palace-hotel,Trà Vinh Palace Hotel,accommodation,tra-vinh,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
tuan-le-van-hoa-the-thao-va-du-lich-tinh-vinh-long-vinh-long,"Tuần lễ Văn hóa, Thể thao và Du lịch tỉnh Vĩnh Long",event,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
tuyen-song-co-chien-hoang-hon-bo-ke-vinh-long,Tuyến Sông Cổ Chiên – Ngắm Hoàng Hôn Bờ Kè Vĩnh Long,attraction,vinh-long,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
tuyen-xe-buyt-noi-tinh-tra-vinh-cac-tuyen-tp-tra-vinh-di-huyen-tra-vinh,Tuyến xe buýt nội tỉnh Trà Vinh (các tuyến TP. Trà Vinh đi huyện),facility,tra-vinh,50,SUSPECT,6,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_6;web_match,0,Y
vam-tac-thu-rung-ban-song-co-chien-tra-vinh,Vàm Tắc Thủ - Rừng bần ven sông Cổ Chiên,nature,tra-vinh,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_53;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
ve-sau-chien-gion,Ve sầu chiên giòn,dish,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
vl-accessibility-itinerary-001,Vĩnh Long – Thân thiện người khuyết tật và người cao tuổi,itinerary,vinh-long,50,SUSPECT,7,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_7;web_match,0,Y
vuon-am-thuc-mai-an-tiem-ben-tre,Vườn Ẩm Thực Mai An Tiêm,restaurant,ben-tre,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
vuon-am-thuc-truc-giang-ben-tre,Vườn Ẩm Thực Trúc Giang,restaurant,ben-tre,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
vuon-oi-tu-sang-ben-tre,Vườn Ổi Tư Sang,attraction,ben-tre,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
vys-house-drinks-tea---2-thang-9,Vy's House Drinks & Tea - 2 Tháng 9,restaurant,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
xoi-vi-mien-tay,Xôi vị miền Tây,dish,vinh-long,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
yolo-coffee,YOLO Coffee,cafe,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
zen-coffee,Zen Coffee,cafe,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
banh-trang-my-long,Bánh tráng Mỹ Lồng,dish,ben-tre,51,SUSPECT,2,NO_URL,AMBIGUOUS,source_without_url;coordinate_cluster_25;approximate_coordinates;missing_images;unverified_claims_2,0,Y
banh-trang-nem-cu-lao-may,Bánh tráng nem Cù Lao Mây,product,vinh-long,51,SUSPECT,1,NO_URL,MISMATCH,explicit_llm_source;llm_fingerprint;missing_images;unverified_claims_1;web_mismatch_false_positive_manual_review,0,Y
chua-phuoc-hau-ngai-tu,Chùa Phước Hậu Ngãi Tứ,attraction,vinh-long,51,SUSPECT,10,INDEPENDENT_LOW,ERROR,source_not_tier1_2;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_10;web_not_found_or_error,0,N
kenh-tra-vinh-tra-cu-tra-vinh,Kênh Trà Vinh - Trà Cú,nature,tra-vinh,51,SUSPECT,5,NO_URL,AMBIGUOUS,source_without_url;coordinate_cluster_47;approximate_coordinates;missing_images;unverified_claims_5,0,Y
mat-ong-hai-nuong,Mật ong Hai Nương,product,vinh-long,51,SUSPECT,0,SELF_ONLY,AMBIGUOUS,self_reference_only;large_coordinate_cluster_89;approximate_coordinates;missing_images,0,Y
nha-hang-hai-san-lung-cot-cau-gan-cot-cau-co-chien-tra-vinh,Nhà hàng hải sản Lung Cột Cầu (gần cột cầu Cổ Chiên),restaurant,tra-vinh,51,SUSPECT,4,NO_URL,AMBIGUOUS,source_without_url;coordinate_cluster_47;approximate_coordinates;missing_images;unverified_claims_4,0,Y
nha-hang-song-que-tra-vinh-tra-vinh,Nhà hàng Sông Quê Trà Vinh,restaurant,tra-vinh,51,SUSPECT,5,NO_URL,AMBIGUOUS,source_without_url;coordinate_cluster_47;approximate_coordinates;missing_images;unverified_claims_5,0,Y
ocop-tour-3-tinh-mua-sam,OCOP Tour – Mua sắm đặc sản 3 tỉnh,itinerary,,51,SUSPECT,12,NO_URL,AMBIGUOUS,source_without_url;missing_coordinates;missing_images;unverified_claims_12,0,Y
quan-ca-ong-bo-song-co-chien-khu-vuc-ben-pha-co-chien-tra-vinh,Quán cá đồng bờ sông Cổ Chiên (khu vực bến phà Cổ Chiên),restaurant,tra-vinh,51,SUSPECT,5,NO_URL,AMBIGUOUS,source_without_url;coordinate_cluster_47;approximate_coordinates;missing_images;unverified_claims_5,0,Y
quan-di-bay-com-nieu-tra-vinh,Quán Dì Bảy Cơm Niêu,restaurant,tra-vinh,51,SUSPECT,1,NO_URL,AMBIGUOUS,source_without_url;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_1,0,Y
quan-nhau-vuon-dua-tieu-can-tra-vinh,Quán nhậu Vườn Dừa Tiểu Cần,restaurant,tra-vinh,51,SUSPECT,3,NO_URL,AMBIGUOUS,source_without_url;coordinate_cluster_47;approximate_coordinates;missing_images;unverified_claims_3,0,Y
thanh-that-cao-dai-tra-vinh-tra-vinh,Thánh thất Cao Đài Trà Vinh,attraction,tra-vinh,51,SUSPECT,5,NO_URL,AMBIGUOUS,source_without_url;coordinate_cluster_47;approximate_coordinates;missing_images;unverified_claims_5,0,Y
thu-hoach-dua-mo-cay,Thu hoạch dừa cùng nông dân Mỏ Cày,experience,ben-tre,51,SUSPECT,1,NO_URL,AMBIGUOUS,source_without_url;coordinate_cluster_11;approximate_coordinates;missing_images;unverified_claims_1,0,Y
banh-phong-khoai-lang-nhat-ngoc,Bánh phồng khoai lang Nhật Ngọc,product,vinh-long,52,SUSPECT,6,SELF_ONLY,MATCH,self_reference_only;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_6;web_match,0,Y
banh-trang-cu-lao-may-lang-nghe-banh-trang,Bánh Tráng Cù Lao Mây (Làng nghề bánh tráng),craft_village,vinh-long,52,SUSPECT,1,SELF_ONLY,MATCH,self_reference_only;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
banh-trang-ngot-le-hang,Bánh tráng Ngọt Lệ Hằng,product,vinh-long,52,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
banh-trang-ngot-le-hang-htx-banh-trang-cu-lao-may,Bánh tráng Ngọt Lệ Hằng (HTX bánh tráng Cù Lao Mây),product,vinh-long,52,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
chau-van-sanh-cong-tu-loi,Châu Văn Sanh (Công tử Lời),person,vinh-long,52,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
chom-chom-binh-hoa-phuoc-rambutan,Chôm chôm Bình Hòa Phước (Rambutan),product,vinh-long,52,SUSPECT,6,SELF_ONLY,MATCH,self_reference_only;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_6;web_match,0,Y
chua-ang-angkor-borei,Chùa Âng (Angkor Borei),history,tra-vinh,52,SUSPECT,4,SELF_ONLY,MATCH,self_reference_only;large_coordinate_cluster_53;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
chua-hang-wat-kompong-chray,Chùa Hang (Wat Kompong Chray),attraction,tra-vinh,52,SUSPECT,4,SELF_ONLY,MATCH,self_reference_only;large_coordinate_cluster_53;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
